"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","J"
13222007800,13222,"78","","東久留米市No.78遺跡","東久留米市 幸町三丁目","[縄文時代]","包蔵地","","縄文土器",139.5230343,35.75849793,TRUE
13222007900,13222,"79","","東久留米市No.79遺跡","東久留米市 幸町二丁目","[縄文時代]","包蔵地","","縄文土器",139.521856,35.7609407,TRUE
13222008000,13222,"80","","東久留米市No.80遺跡","東久留米市 小山二丁目","[縄文時代]","包蔵地","","縄文土器",139.5261883,35.76180389,TRUE
13222008100,13222,"81","","東久留米市No.81遺跡","東久留米市 八幡町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5133869,35.753065,TRUE
13222008200,13222,"82","","東久留米市No.82遺跡","東久留米市 中央町二丁目","[縄文時代]","包蔵地","","縄文土器",139.521558,35.75585116,TRUE
13222008400,13222,"84","","東久留米市No.84遺跡","東久留米市 中央町一丁目","[縄文時代]","包蔵地","","縄文土器",139.5272805,35.75673382,TRUE
13222008500,13222,"85","","東久留米市No.85遺跡","東久留米市 本町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5315034,35.75968702,TRUE
13222008600,13222,"86","","東久留米市No.86遺跡","東久留米市 本町一丁目","[縄文時代]","包蔵地","","縄文土器",139.5338037,35.75818257,TRUE
13222008700,13222,"87","","東久留米市No.87遺跡","東久留米市 新川町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5370996,35.76180433,TRUE
13222008800,13222,"88","","東久留米市No.88遺跡","東久留米市 新川町一丁目","[縄文時代]","包蔵地","","縄文土器",139.5360353,35.76135858,TRUE
13222008900,13222,"89","","東久留米市No.89遺跡","東久留米市 新川町一丁目","[縄文時代]","包蔵地","","縄文土器",139.5365846,35.76063424,TRUE
13222009000,13222,"90","","東久留米市No.90遺跡","東久留米市 新川町一丁目","[縄文時代（中期）][平安時代?]","包蔵地","","縄文土器　土師器?",139.5378549,35.76068996,TRUE
13222009100,13222,"91","しんばしいせき","新橋遺跡","東久留米市 新川町二丁目","[縄文時代（前期）]","集落","[縄文時代]住居土坑","縄文土器　打斧　石匙　磨石",139.5387818,35.76258438,TRUE
13222009200,13222,"92","","東久留米市No.92遺跡","東久留米市 新川町二丁目","[縄文時代]","包蔵地","","縄文土器",139.5396058,35.76085712,TRUE
13222009300,13222,"93","","東久留米市No.93遺跡","東久留米市 新川町二丁目","[縄文時代]","包蔵地","","縄文土器",139.5406014,35.76127501,TRUE
13222009400,13222,"94","","東久留米市No.94遺跡","東久留米市 新川町二丁目","[縄文時代（早期〜中期）]","包蔵地","","縄文土器",139.5422151,35.76144216,TRUE
13222009500,13222,"95","","東久留米市No.95遺跡","東久留米市 八幡町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5125413,35.75133217,TRUE
13222009600,13222,"96","","東久留米市No.96遺跡","東久留米市 中央町五丁目","[縄文時代（早期）]","包蔵地","","縄文土器　石錘",139.5170045,35.75188943,TRUE
13222009700,13222,"97","","東久留米市No.97遺跡","東久留米市 中央町五丁目","[縄文時代]","包蔵地","","縄文土器",139.5161119,35.75088637,TRUE
13222009800,13222,"98","","東久留米市No.98遺跡","東久留米市 中央町五丁目","[縄文時代]","包蔵地","","縄文土器",139.5162149,35.74938176,TRUE
13222009900,13222,"99","","東久留米市No.99遺跡","東久留米市 中央町五丁目","[縄文時代]","包蔵地","","縄文土器",139.5198884,35.74940962,TRUE
13222010000,13222,"100","","東久留米市No.100遺跡","東久留米市 中央町三丁目","[縄文時代（中期？）]","包蔵地","","縄文土器",139.5214846,35.7504103,TRUE
13222010100,13222,"101","","東久留米市No.101遺跡","東久留米市 中央町三丁目","[縄文時代]","包蔵地","","縄文土器",139.5219567,35.75159447,TRUE
13222010200,13222,"102","ろくせんいせき","六仙遺跡","東久留米市 中央町三丁目　 中央町四丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]礫群　[縄文時代]住居　土坑","ナイフ形石器　剥片　縄文土器　打斧　石鏃　掻器　石皿　磨石　凹石　土製円板　石棒",139.522629,35.753078,TRUE
13222010300,13222,"103","","東久留米市No.103遺跡","東久留米市 南沢一丁目","[縄文時代（早期〜中期）]","包蔵地","","縄文土器",139.5296817,35.75383978,TRUE
13222010400,13222,"104","たもんじまえいせき","多聞寺前遺跡","東久留米市 南沢一丁目","[旧石器時代][縄文時代（早期〜後期）]","集落","[旧石器時代]石器礫群　[縄文時代]住居跡　集石土坑　炉穴　土坑","ナイフ形石器　尖頭器　斧形石器　石核　剥片　縄文土器　打斧　磨斧　石鏃　削器　石皿　磨石",139.5321193,35.7553443,TRUE
13222010500,13222,"105","","東久留米市No.105遺跡","東久留米市 南沢一丁目","[縄文時代（中期）][平安時代?]","包蔵地","","縄文土器　土師器",139.5341486,35.75573803,TRUE
13222010600,13222,"106","たてのいせき","立野遺跡","東久留米市 南沢一丁目　 学園町一丁目","[旧石器時代][縄文時代（早期〜晩期）]","集落","[縄文時代]住居　集石炉　土坑　ピット群","尖頭器　縄文土器　石器",139.5360235,35.75524705,TRUE
13222010700,13222,"107","","東久留米市No.107遺跡","東久留米市 浅間町一丁目","[縄文時代（前期〜中期）]","包蔵地","","縄文土器",139.5392164,35.75613861,TRUE
13222010800,13222,"108","","東久留米市No.108遺跡","東久留米市 浅間町二丁目","[縄文時代（前期？・中期）","包蔵地","","縄文土器　剥片",139.5422494,35.75729104,TRUE
13222010900,13222,"109","","東久留米市No.109遺跡","東久留米市 浅間町二丁目","[縄文時代（前期〜中期）]","包蔵地","","縄文土器　石器",139.5438287,35.75871192,TRUE
13222011000,13222,"110","","東久留米市No.110遺跡","東久留米市 中央町四丁目","[縄文時代]","包蔵地","","縄文土器",139.5238023,35.74754276,TRUE
13222011100,13222,"111","","東久留米市No.111遺跡","東久留米市 南沢四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5248323,35.74695761,TRUE
13222011200,13222,"112","","東久留米市No.112遺跡","東久留米市 南沢四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5264459,35.74684615,TRUE
13222011300,13222,"113","","東久留米市No.113遺跡","東久留米市 南沢四丁目","[縄文時代]","包蔵地","","縄文土器",139.5267549,35.74804431,TRUE
13222011400,13222,"114","むこうやまいせき","向山遺跡","東久留米市 南沢三丁目","[旧石器時代][縄文時代（早期〜中期）][平安時代][近世]","集落","[縄文時代]住居　集石土坑　炉穴　焼土　土坑　配石　[平安時代]住居　土坑","ナイフ形石器　尖頭器　細石刃　細石刃核　縄文土器　打斧　石鏃　掻器　石匙　石皿　磨石　スタンプ形石器　敲石　土師器　陶器（灰釉）　刀子　銭貨",139.5278192,35.75049629,TRUE
13222011500,13222,"115","","東久留米市No.115遺跡","東久留米市 南沢四丁目","[縄文時代（前期〜中期）]","包蔵地","","縄文土器",139.5291238,35.74807217,TRUE
13222011600,13222,"116","","東久留米市No.116遺跡","東久留米市 南沢四丁目","[縄文時代]","包蔵地","","縄文土器",139.5310464,35.7474313,TRUE
13222011700,13222,"117","","東久留米市No.117遺跡","東久留米市 南沢二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石鏃",139.531982,35.74899167,TRUE
13222011800,13222,"118","","東久留米市No.118遺跡","東久留米市 南沢二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5337329,35.74993903,TRUE
13222011900,13222,"119","じゆうがくえんにしいせき","自由学園西遺跡","東久留米市 学園町一丁目","[縄文時代（早期〜後期）]","集落","[縄文時代]住居土坑","縄文土器　石器",139.5359549,35.75237728,TRUE
13222012000,13222,"120","かわぎしいせき","川岸遺跡","東久留米市 浅間町二丁目","[旧石器時代][縄文時代（前期〜中期）]","集落","[旧石器時代]ブロック　礫群　[縄文時代]住居　竪穴住居跡　[近世]井戸?","ナイフ形石器　尖頭器　縄文土器　石鏃　敲石　砥石　陶磁器　煙管",139.5460603,35.76199934,TRUE
13222012100,13222,"121","","東久留米市No.121遺跡","東久留米市 前沢一丁目","[縄文時代]","包蔵地","","縄文土器",139.5147643,35.74677149,TRUE
13222012300,13222,"123","","東久留米市No.123遺跡","東久留米市 前沢二丁目","[縄文時代]","包蔵地","","縄文土器",139.5160584,35.74490473,TRUE
13222012400,13222,"124","","東久留米市No.124遺跡","東久留米市 南町四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5231157,35.74478417,TRUE
13222012500,13222,"125","","東久留米市No.125遺跡","東久留米市 南町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5222039,35.74214605,TRUE
13222012600,13222,"126","","東久留米市No.126遺跡","東久留米市 南町三丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.5243325,35.74041834,TRUE
13222012700,13222,"127","","東久留米市No.127遺跡","東久留米市 南町一丁目","[縄文時代]","包蔵地","","縄文土器",139.5251908,35.73880206,TRUE
13222012800,13222,"128","","東久留米市No.128遺跡","東久留米市 前沢三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5156286,35.7402619,TRUE
13222012900,13222,"129","","東久留米市No.129遺跡","東久留米市 弥生一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5050543,35.7391751,TRUE
13222013000,13222,"130","","東久留米市No.130遺跡","東久留米市 弥生一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5047796,35.73778174,TRUE
13222013200,13222,"132","","東久留米市No.132遺跡","東久留米市 南町三丁目","[縄文時代]","包蔵地","","縄文土器",139.5241608,35.74214605,TRUE
13222013300,13222,"133","","東久留米市No.133遺跡","東久留米市 南町二丁目","[縄文時代]","包蔵地","","縄文土器",139.5213057,35.73456166,TRUE
13222013400,13222,"134","","東久留米市No.134遺跡","東久留米市 小山四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5203862,35.76347541,TRUE
13222013500,13222,"135","","東久留米市No.135遺跡","東久留米市 本町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5308167,35.76247295,TRUE
13222013600,13222,"136","しんめいやまみなみいせき","神明山南遺跡","東久留米市 中央町三丁目","[旧石器時代][縄文時代（早期〜中期）]","集落","[縄文時代]住居　集石　炉穴　土坑","剥片　縄文土器　石鏃　石匙",139.5205405,35.75236068,TRUE
13222013700,13222,"137","","東久留米市No.137遺跡","東久留米市 滝山六丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5012877,35.7492902,TRUE
13222013800,13222,"138","","東久留米市No.138遺跡","東久留米市 下里四丁目","[旧石器時代][縄文時代]","包蔵地","","ナイフ形石器　縄文土器",139.4937689,35.75277305,TRUE
13223000100,13223,"1","いなりくぼいせき","稲荷窪遺跡","武蔵村山市 岸三丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　打斧　瓦",139.3701925,35.76669671,TRUE
13223000200,13223,"2","ほそだだい1いせき","細田第1遺跡","武蔵村山市 三ツ木四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.3767285,35.76543267,TRUE
13223000300,13223,"3","ほそだだい2いせき","細田第2遺跡","武蔵村山市 三ツ木五丁目","[縄文時代（早期・中期）]","包蔵地","","縄文土器　打斧",139.3792691,35.76504266,TRUE
13223000400,13223,"4","のやまだい1いせき","野山第1遺跡","武蔵村山市 本町五丁目","[縄文時代][古墳時代]","包蔵地","","縄文土器　石槍　土師器",139.3816068,35.76470685,TRUE
13223000600,13223,"6","のやまだい3いせき","野山第3遺跡","武蔵村山市 三ツ木五丁目","[縄文時代（早期〜後期）][古墳時代]","集落","[縄文時代]住居　集石　集石土坑　野外炉　[古墳時代]住居　[時代不明]炉　土坑","縄文土器　打斧　石鏃　掻器　石匙　石錐　磨石　スタンプ形石器　凹石　敲石　剥片　土師器　須恵器",139.3810201,35.76264685,TRUE
13223000700,13223,"7","のやまだい4いせき","野山第4遺跡","武蔵村山市 本町三丁目","[縄文時代（早期〜後期）]","集落","[縄文時代]住居　野外炉　土坑　[時代不明]竪穴状遺構","縄文土器　打斧　磨斧　磨石　敲石　石核　横刃石器　石製円板　土師器",139.3829801,35.76041659,TRUE
13223000800,13223,"8","のやまだい5いせき","野山第5遺跡","武蔵村山市 本町五丁目","[縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世？]","集落","[縄文時代]集石土坑　集石炉　溝　配石　[弥]住居　[古墳時代]住居　[奈良時代]住居　[平安時代]住居　[近]炭窯　[時代不明]土坑　溝","尖頭器　縄文土器　打斧　磨斧　石鏃　掻器　楔形石器　磨石　スタンプ形石器　敲石　石核　土製円板　土師器　須恵器　手捏土器　支脚　砥石　紡錘車　土玉",139.3851431,35.76217173,TRUE
13223001000,13223,"10","たきのいりいせき","滝の入遺跡","武蔵村山市 三ツ木五丁目","[縄文時代][古墳時代]","集落","[古墳時代]住居","縄文土器　土師器",139.3805051,35.76086387,TRUE
13223001100,13223,"11","はちまんやまいせき","八幡山遺跡","武蔵村山市 本町三丁目","[縄文時代（草創期・中期）]","包蔵地","","縄文土器　石器　尖頭器",139.3829115,35.75857784,TRUE
